Mes_Servicio,DMU_Servicio,CEM_Porcentaje_Error,servicio,DOE_Prom_Mensual,MA_Potencial_Perdido,Segmento
6.0,0.0,0.5555555555555556,7200.0,165.83333333333334,2100.0,AGRICOLA
8.0,129.0,2.047619047619048,6300.0,165.83333333333334,2100.0,AGRICOLA
11.0,0.0,0.0,6000.0,165.83333333333334,2100.0,AGRICOLA
12.0,0.0,0.5333333333333333,7500.0,165.83333333333334,2100.0,AGRICOLA
2.0,0.0,0.7111111111111111,4500.0,112.04166666666667,0.0,AGRICOLA
4.0,0.0,0.6190476190476191,6300.0,112.04166666666667,0.0,AGRICOLA
4.0,0.0,0.1568627450980392,5100.0,112.04166666666667,0.0,AGRICOLA
5.0,0.0,0.6666666666666667,5400.0,112.04166666666667,0.0,AGRICOLA
6.0,165.0,2.8947368421052633,5700.0,112.04166666666667,0.0,AGRICOLA
12.0,0.0,0.7708333333333334,4800.0,112.04166666666667,0.0,AGRICOLA
12.0,0.0,0.6060606060606061,6600.0,112.04166666666667,0.0,AGRICOLA
3.0,0.0,0.0,6900.0,112.04166666666667,0.0,AGRICOLA
5.0,0.0,0.4583333333333333,7200.0,112.04166666666667,0.0,AGRICOLA
7.0,0.0,0.52,7500.0,112.04166666666667,0.0,AGRICOLA
1.0,0.0,1.027777777777778,3600.0,178.29166666666666,6300.0,AGRICOLA
2.0,0.0,0.8974358974358974,3900.0,178.29166666666666,6300.0,AGRICOLA
3.0,0.0,0.8333333333333334,4200.0,178.29166666666666,6300.0,AGRICOLA
4.0,228.0,4.0,5700.0,178.29166666666666,6300.0,AGRICOLA
