Mes_Servicio,DMU_Servicio,CEM_Porcentaje_Error,servicio,DOE_Prom_Mensual,MA_Potencial_Perdido,Segmento
8.0,169.0,5.633333333333333,3000.0,115.29166666666667,3600.0,AGRICOLA
8.0,0.0,1.2121212121212122,3300.0,115.29166666666667,3600.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,115.29166666666667,3600.0,AGRICOLA
11.0,75.0,2.7777777777777777,2700.0,115.29166666666667,3600.0,AGRICOLA
12.0,0.0,1.0256410256410255,3900.0,115.29166666666667,3600.0,AGRICOLA
3.0,0.0,0.0,2100.0,82.375,0.0,AGRICOLA
4.0,0.0,0.0,2400.0,82.375,0.0,AGRICOLA
5.0,0.0,0.0,1800.0,82.375,0.0,AGRICOLA
8.0,0.0,1.4814814814814816,2700.0,82.375,0.0,AGRICOLA
1.0,0.0,1.2666666666666666,3000.0,82.375,0.0,AGRICOLA
4.0,0.0,0.8181818181818182,3300.0,82.375,0.0,AGRICOLA
4.0,0.0,1.027777777777778,3600.0,82.375,0.0,AGRICOLA
12.0,0.0,1.0256410256410255,3900.0,82.375,0.0,AGRICOLA
4.0,161.0,5.366666666666667,3000.0,63.083333333333336,10500.0,AGRICOLA
4.0,0.0,1.2592592592592593,2700.0,63.083333333333336,10500.0,AGRICOLA
5.0,98.0,2.9696969696969697,3300.0,63.083333333333336,10500.0,AGRICOLA
6.0,0.0,1.6666666666666667,2400.0,63.083333333333336,10500.0,AGRICOLA
7.0,0.0,0.75,3600.0,63.083333333333336,10500.0,AGRICOLA
11.0,59.0,1.5128205128205128,3900.0,63.083333333333336,10500.0,AGRICOLA
,,,,0.0,2400.0,AGRICOLA
1.0,0.0,1.3888888888888888,1800.0,90.91666666666667,0.0,AGRICOLA
2.0,0.0,0.0,1500.0,90.91666666666667,0.0,AGRICOLA
5.0,0.0,0.0,1200.0,90.91666666666667,0.0,AGRICOLA
6.0,0.0,1.4583333333333333,2400.0,90.91666666666667,0.0,AGRICOLA
10.0,0.0,1.9047619047619049,2100.0,90.91666666666667,0.0,AGRICOLA
12.0,0.0,1.1111111111111112,2700.0,90.91666666666667,0.0,AGRICOLA
3.0,0.0,0.9393939393939393,3300.0,90.91666666666667,0.0,AGRICOLA
8.0,0.0,1.3333333333333335,3000.0,90.91666666666667,0.0,AGRICOLA
10.0,0.0,1.0256410256410255,3900.0,90.91666666666667,0.0,AGRICOLA
11.0,22.0,0.6111111111111112,3600.0,90.91666666666667,0.0,AGRICOLA
5.0,0.0,1.3703703703703705,2700.0,35.083333333333336,2400.0,AGRICOLA
6.0,0.0,0.9666666666666667,3000.0,35.083333333333336,2400.0,AGRICOLA
1.0,0.0,0.0,2400.0,54.5,0.0,AGRICOLA
4.0,66.0,2.0,3300.0,54.5,0.0,AGRICOLA
6.0,138.0,4.6,3000.0,54.5,0.0,AGRICOLA
10.0,0.0,1.027777777777778,3600.0,54.5,0.0,AGRICOLA
12.0,0.0,1.4444444444444444,2700.0,54.5,0.0,AGRICOLA
5.0,0.0,0.717948717948718,3900.0,54.5,0.0,AGRICOLA
1.0,0.0,0.0,1800.0,72.29166666666667,0.0,AGRICOLA
3.0,0.0,1.6666666666666667,2100.0,72.29166666666667,0.0,AGRICOLA
4.0,40.0,1.3333333333333335,3000.0,72.29166666666667,0.0,AGRICOLA
5.0,27.0,0.8181818181818182,3300.0,72.29166666666667,0.0,AGRICOLA
6.0,4.0,0.14814814814814814,2700.0,72.29166666666667,0.0,AGRICOLA
7.0,0.0,1.625,2400.0,72.29166666666667,0.0,AGRICOLA
1.0,55.0,1.4102564102564104,3900.0,72.29166666666667,0.0,AGRICOLA
1.0,0.0,0.7222222222222222,3600.0,72.29166666666667,0.0,AGRICOLA
,,,,85.29166666666667,0.0,OTRO
,,,,35.625,0.0,AGRICOLA
2.0,0.0,1.4000000000000001,1500.0,83.45833333333333,10850.0,AGRICOLA
2.0,0.0,1.3333333333333335,2100.0,83.45833333333333,10850.0,AGRICOLA
4.0,0.0,0.5,1800.0,83.45833333333333,10850.0,AGRICOLA
6.0,2.0,0.08333333333333334,2400.0,83.45833333333333,10850.0,AGRICOLA
12.0,0.0,1.4444444444444444,2700.0,83.45833333333333,10850.0,AGRICOLA
4.0,44.0,1.4666666666666666,3000.0,83.45833333333333,10850.0,AGRICOLA
8.0,29.0,0.8055555555555556,3600.0,83.45833333333333,10850.0,AGRICOLA
11.0,115.0,3.4848484848484853,3300.0,83.45833333333333,10850.0,AGRICOLA
11.0,0.0,1.0256410256410255,3900.0,83.45833333333333,10850.0,AGRICOLA
4.0,0.0,1.3703703703703705,2700.0,64.95833333333333,7800.0,AGRICOLA
4.0,108.0,3.5999999999999996,3000.0,64.95833333333333,7800.0,AGRICOLA
5.0,0.0,1.2121212121212122,3300.0,64.95833333333333,7800.0,AGRICOLA
8.0,0.0,0.0,2100.0,64.95833333333333,7800.0,AGRICOLA
11.0,0.0,1.5416666666666667,2400.0,64.95833333333333,7800.0,AGRICOLA
3.0,0.0,0.638888888888889,3600.0,64.95833333333333,7800.0,AGRICOLA
11.0,16.0,0.41025641025641024,3900.0,64.95833333333333,7800.0,AGRICOLA
,,,,67.20833333333333,0.0,AGRICOLA
4.0,495.0,18.333333333333332,2700.0,62.916666666666664,1800.0,AGRICOLA
5.0,702.0,29.25,2400.0,62.916666666666664,1800.0,AGRICOLA
5.0,189.0,6.3,3000.0,62.916666666666664,1800.0,AGRICOLA
6.0,0.0,1.2121212121212122,3300.0,62.916666666666664,1800.0,AGRICOLA
12.0,10.0,0.2777777777777778,3600.0,62.916666666666664,1800.0,AGRICOLA
4.0,52.0,1.3333333333333335,3900.0,62.916666666666664,1800.0,AGRICOLA
2.0,10.0,20.0,50.0,122.0,0.0,AGRICOLA
4.0,0.0,1.6666666666666667,1200.0,122.0,0.0,AGRICOLA
5.0,83.0,5.533333333333333,1500.0,122.0,0.0,AGRICOLA
5.0,0.0,6.5,600.0,122.0,0.0,AGRICOLA
6.0,46.0,5.111111111111112,900.0,122.0,0.0,AGRICOLA
9.0,0.0,13.333333333333334,300.0,122.0,0.0,AGRICOLA
2.0,0.0,1.9047619047619049,2100.0,122.0,0.0,AGRICOLA
4.0,0.0,2.2222222222222223,1800.0,122.0,0.0,AGRICOLA
4.0,108.0,4.5,2400.0,122.0,0.0,AGRICOLA
5.0,8.0,0.2962962962962963,2700.0,122.0,0.0,AGRICOLA
6.0,0.0,1.2121212121212122,3300.0,122.0,0.0,AGRICOLA
7.0,0.0,1.3,3000.0,122.0,0.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,122.0,0.0,AGRICOLA
12.0,0.0,1.0256410256410255,3900.0,122.0,0.0,AGRICOLA
1.0,20.0,3.3333333333333335,600.0,85.29166666666667,0.0,AGRICOLA
2.0,0.0,2.3333333333333335,900.0,85.29166666666667,0.0,AGRICOLA
3.0,0.0,3.3333333333333335,1200.0,85.29166666666667,0.0,AGRICOLA
5.0,0.0,1.1111111111111112,3600.0,85.29166666666667,0.0,AGRICOLA
5.0,82.0,5.466666666666667,1500.0,85.29166666666667,0.0,AGRICOLA
8.0,0.0,1.3333333333333335,3000.0,85.29166666666667,0.0,AGRICOLA
8.0,4.0,0.14814814814814814,2700.0,85.29166666666667,0.0,AGRICOLA
9.0,0.0,1.2121212121212122,3300.0,85.29166666666667,0.0,AGRICOLA
11.0,7.0,0.33333333333333337,2100.0,85.29166666666667,0.0,AGRICOLA
3.0,0.0,1.625,2400.0,80.20833333333333,1500.0,AGRICOLA
4.0,0.0,0.8888888888888888,2700.0,80.20833333333333,1500.0,AGRICOLA
5.0,0.0,1.3333333333333335,3000.0,80.20833333333333,1500.0,AGRICOLA
6.0,0.0,0.0,1800.0,80.20833333333333,1500.0,AGRICOLA
7.0,0.0,1.8571428571428572,2100.0,80.20833333333333,1500.0,AGRICOLA
2.0,0.0,0.4722222222222222,3600.0,80.20833333333333,1500.0,AGRICOLA
4.0,0.0,0.15384615384615385,3900.0,80.20833333333333,1500.0,AGRICOLA
8.0,0.0,0.6363636363636364,3300.0,80.20833333333333,1500.0,AGRICOLA
1.0,0.0,1.5555555555555556,1800.0,84.16666666666667,6950.0,AGRICOLA
1.0,0.0,2.466666666666667,1500.0,84.16666666666667,6950.0,AGRICOLA
4.0,19.0,0.7037037037037037,2700.0,84.16666666666667,6950.0,AGRICOLA
5.0,0.0,1.2666666666666666,3000.0,84.16666666666667,6950.0,AGRICOLA
5.0,0.0,1.9047619047619049,2100.0,84.16666666666667,6950.0,AGRICOLA
3.0,0.0,0.5757575757575757,3300.0,84.16666666666667,6950.0,AGRICOLA
5.0,0.0,1.0256410256410255,3900.0,84.16666666666667,6950.0,AGRICOLA
7.0,0.0,1.0555555555555556,3600.0,84.16666666666667,6950.0,AGRICOLA
2.0,0.0,1.6666666666666667,2400.0,76.375,2400.0,AGRICOLA
2.0,0.0,1.6190476190476188,2100.0,76.375,2400.0,AGRICOLA
4.0,96.0,3.2,3000.0,76.375,2400.0,AGRICOLA
5.0,0.0,0.9393939393939393,3300.0,76.375,2400.0,AGRICOLA
6.0,129.0,4.777777777777778,2700.0,76.375,2400.0,AGRICOLA
4.0,0.0,1.1111111111111112,3600.0,76.375,2400.0,AGRICOLA
4.0,0.0,0.5641025641025641,3900.0,76.375,2400.0,AGRICOLA
1.0,0.0,1.121212121212121,3300.0,30.041666666666668,0.0,AGRICOLA
5.0,0.0,0.0,3900.0,30.041666666666668,0.0,AGRICOLA
6.0,0.0,0.0,3600.0,30.041666666666668,0.0,AGRICOLA
,,,,66.16666666666667,0.0,AGRICOLA
1.0,0.0,0.0,1500.0,79.33333333333333,6300.0,AGRICOLA
4.0,56.0,2.3333333333333335,2400.0,79.33333333333333,6300.0,AGRICOLA
6.0,94.0,4.476190476190476,2100.0,79.33333333333333,6300.0,AGRICOLA
9.0,0.0,2.2222222222222223,1800.0,79.33333333333333,6300.0,AGRICOLA
1.0,0.0,1.2121212121212122,3300.0,79.33333333333333,6300.0,AGRICOLA
3.0,27.0,0.8999999999999999,3000.0,79.33333333333333,6300.0,AGRICOLA
7.0,0.0,1.074074074074074,2700.0,79.33333333333333,6300.0,AGRICOLA
8.0,0.0,0.3611111111111111,3600.0,79.33333333333333,6300.0,AGRICOLA
10.0,0.0,1.0256410256410255,3900.0,79.33333333333333,6300.0,AGRICOLA
2.0,0.0,1.8571428571428572,2100.0,66.45833333333333,6600.0,AGRICOLA
4.0,45.0,1.5,3000.0,66.45833333333333,6600.0,AGRICOLA
5.0,0.0,1.6666666666666667,2400.0,66.45833333333333,6600.0,AGRICOLA
6.0,31.0,1.1481481481481481,2700.0,66.45833333333333,6600.0,AGRICOLA
12.0,0.0,1.2121212121212122,3300.0,66.45833333333333,6600.0,AGRICOLA
5.0,80.0,2.2222222222222223,3600.0,66.45833333333333,6600.0,AGRICOLA
11.0,0.0,0.41025641025641024,3900.0,66.45833333333333,6600.0,AGRICOLA
4.0,217.0,24.11111111111111,900.0,126.04166666666667,8700.0,AGRICOLA
5.0,54.0,3.5999999999999996,1500.0,126.04166666666667,8700.0,AGRICOLA
6.0,115.0,19.166666666666668,600.0,126.04166666666667,8700.0,AGRICOLA
6.0,31.0,10.333333333333334,300.0,126.04166666666667,8700.0,AGRICOLA
1.0,0.0,1.1481481481481481,2700.0,126.04166666666667,8700.0,AGRICOLA
2.0,0.0,0.5238095238095238,2100.0,126.04166666666667,8700.0,AGRICOLA
4.0,63.0,2.625,2400.0,126.04166666666667,8700.0,AGRICOLA
7.0,0.0,1.3333333333333335,3000.0,126.04166666666667,8700.0,AGRICOLA
8.0,0.0,1.8333333333333333,1800.0,126.04166666666667,8700.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,126.04166666666667,8700.0,AGRICOLA
12.0,0.0,1.2121212121212122,3300.0,126.04166666666667,8700.0,AGRICOLA
2.0,0.0,1.625,2400.0,68.625,2400.0,AGRICOLA
4.0,143.0,4.766666666666667,3000.0,68.625,2400.0,AGRICOLA
5.0,149.0,4.515151515151515,3300.0,68.625,2400.0,AGRICOLA
6.0,133.0,4.925925925925926,2700.0,68.625,2400.0,AGRICOLA
11.0,0.0,1.7619047619047619,2100.0,68.625,2400.0,AGRICOLA
5.0,0.0,1.1111111111111112,3600.0,68.625,2400.0,AGRICOLA
5.0,0.0,0.7692307692307693,3900.0,68.625,2400.0,AGRICOLA
3.0,0.0,1.6666666666666667,2100.0,64.29166666666667,0.0,AGRICOLA
4.0,44.0,1.6296296296296295,2700.0,64.29166666666667,0.0,AGRICOLA
6.0,177.0,7.375,2400.0,64.29166666666667,0.0,AGRICOLA
12.0,0.0,0.0,3000.0,64.29166666666667,0.0,AGRICOLA
7.0,0.0,0.0,3300.0,64.29166666666667,0.0,AGRICOLA
8.0,0.0,0.0,3600.0,64.29166666666667,0.0,AGRICOLA
11.0,0.0,0.9487179487179488,3900.0,64.29166666666667,0.0,AGRICOLA
4.0,0.0,1.1666666666666667,2400.0,65.08333333333333,5400.0,AGRICOLA
5.0,182.0,6.066666666666666,3000.0,65.08333333333333,5400.0,AGRICOLA
6.0,0.0,0.8148148148148148,2700.0,65.08333333333333,5400.0,AGRICOLA
12.0,0.0,1.121212121212121,3300.0,65.08333333333333,5400.0,AGRICOLA
2.0,0.0,1.0256410256410255,3900.0,65.08333333333333,5400.0,AGRICOLA
3.0,0.0,1.1111111111111112,3600.0,65.08333333333333,5400.0,AGRICOLA
3.0,0.0,17.583333333333336,2400.0,73.20833333333333,0.0,AGRICOLA
4.0,0.0,18.0,2700.0,73.20833333333333,0.0,AGRICOLA
4.0,0.0,9.8,3000.0,73.20833333333333,0.0,AGRICOLA
6.0,0.0,14.939393939393938,3300.0,73.20833333333333,0.0,AGRICOLA
12.0,0.0,17.19047619047619,2100.0,73.20833333333333,0.0,AGRICOLA
5.0,0.0,0.0,3600.0,73.20833333333333,0.0,AGRICOLA
6.0,0.0,14.846153846153845,3900.0,73.20833333333333,0.0,AGRICOLA
6.0,0.0,15.071428571428571,4200.0,73.20833333333333,0.0,AGRICOLA
1.0,0.0,1.5,2400.0,59.958333333333336,7800.0,AGRICOLA
4.0,157.0,5.233333333333333,3000.0,59.958333333333336,7800.0,AGRICOLA
4.0,0.0,1.4444444444444444,2700.0,59.958333333333336,7800.0,AGRICOLA
5.0,134.0,4.0606060606060606,3300.0,59.958333333333336,7800.0,AGRICOLA
5.0,0.0,0.7435897435897436,3900.0,59.958333333333336,7800.0,AGRICOLA
11.0,0.0,1.1111111111111112,3600.0,59.958333333333336,7800.0,AGRICOLA
,,,,65.41666666666667,2100.0,AGRICOLA
1.0,0.0,1.6666666666666667,2400.0,67.66666666666667,10550.0,AGRICOLA
1.0,0.0,1.8095238095238095,2100.0,67.66666666666667,10550.0,AGRICOLA
4.0,47.0,1.5666666666666667,3000.0,67.66666666666667,10550.0,AGRICOLA
6.0,0.0,0.962962962962963,2700.0,67.66666666666667,10550.0,AGRICOLA
10.0,0.0,1.090909090909091,3300.0,67.66666666666667,10550.0,AGRICOLA
2.0,0.0,0.8888888888888888,3600.0,67.66666666666667,10550.0,AGRICOLA
11.0,0.0,0.41025641025641024,3900.0,67.66666666666667,10550.0,AGRICOLA
,,,,43.958333333333336,0.0,AGRICOLA
1.0,12.0,0.5714285714285714,2100.0,71.75,10850.0,AGRICOLA
2.0,0.0,1.5416666666666667,2400.0,71.75,10850.0,AGRICOLA
3.0,0.0,1.4814814814814816,2700.0,71.75,10850.0,AGRICOLA
6.0,0.0,1.2333333333333334,3000.0,71.75,10850.0,AGRICOLA
9.0,17.0,0.5151515151515151,3300.0,71.75,10850.0,AGRICOLA
1.0,0.0,1.1111111111111112,3600.0,71.75,10850.0,AGRICOLA
3.0,28.0,0.717948717948718,3900.0,71.75,10850.0,AGRICOLA
5.0,144.0,9.6,1500.0,121.66666666666667,9900.0,AGRICOLA
6.0,74.0,6.166666666666667,1200.0,121.66666666666667,9900.0,AGRICOLA
6.0,115.0,12.777777777777777,900.0,121.66666666666667,9900.0,AGRICOLA
12.0,0.0,1.7777777777777777,1800.0,121.66666666666667,9900.0,AGRICOLA
3.0,0.0,1.6666666666666667,2400.0,121.66666666666667,9900.0,AGRICOLA
5.0,0.0,1.2121212121212122,3300.0,121.66666666666667,9900.0,AGRICOLA
5.0,0.0,1.4074074074074074,2700.0,121.66666666666667,9900.0,AGRICOLA
7.0,0.0,1.3333333333333335,3000.0,121.66666666666667,9900.0,AGRICOLA
8.0,0.0,1.9047619047619049,2100.0,121.66666666666667,9900.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,121.66666666666667,9900.0,AGRICOLA
1.0,0.0,0.5238095238095238,2100.0,71.75,0.0,AGRICOLA
2.0,0.0,0.0,2400.0,71.75,0.0,AGRICOLA
5.0,0.0,0.0,3000.0,71.75,0.0,AGRICOLA
7.0,0.0,0.0,2700.0,71.75,0.0,AGRICOLA
12.0,0.0,1.0,3300.0,71.75,0.0,AGRICOLA
2.0,0.0,0.9444444444444444,3600.0,71.75,0.0,AGRICOLA
4.0,0.0,1.0256410256410255,3900.0,71.75,0.0,AGRICOLA
,,,,64.625,0.0,CONSTRUCCION
3.0,0.0,1.5416666666666667,2400.0,62.458333333333336,7800.0,AGRICOLA
4.0,143.0,4.766666666666667,3000.0,62.458333333333336,7800.0,AGRICOLA
5.0,15.0,0.45454545454545453,3300.0,62.458333333333336,7800.0,AGRICOLA
5.0,0.0,1.3703703703703705,2700.0,62.458333333333336,7800.0,AGRICOLA
4.0,12.0,0.33333333333333337,3600.0,62.458333333333336,7800.0,AGRICOLA
11.0,0.0,1.0256410256410255,3900.0,62.458333333333336,7800.0,AGRICOLA
1.0,861.0,35.875,2400.0,46.25,1800.0,AGRICOLA
4.0,0.0,1.4814814814814816,2700.0,46.25,1800.0,AGRICOLA
4.0,12.0,0.3076923076923077,3900.0,46.25,1800.0,AGRICOLA
4.0,0.0,0.1,3000.0,46.25,1800.0,AGRICOLA
5.0,3.0,0.09090909090909091,3300.0,46.25,1800.0,AGRICOLA
,,,,117.29166666666667,0.0,AGRICOLA
4.0,49.0,1.8148148148148149,2700.0,81.375,10850.0,AGRICOLA
5.0,3.0,0.2,1500.0,81.375,10850.0,AGRICOLA
5.0,0.0,2.055555555555556,1800.0,81.375,10850.0,AGRICOLA
5.0,0.0,0.7333333333333333,3000.0,81.375,10850.0,AGRICOLA
5.0,0.0,1.6190476190476188,2100.0,81.375,10850.0,AGRICOLA
6.0,6.0,0.25,2400.0,81.375,10850.0,AGRICOLA
2.0,0.0,0.8484848484848486,3300.0,81.375,10850.0,AGRICOLA
5.0,24.0,0.6666666666666667,3600.0,81.375,10850.0,AGRICOLA
7.0,0.0,0.9743589743589745,3900.0,81.375,10850.0,AGRICOLA
5.0,128.0,6.095238095238095,2100.0,71.54166666666667,7200.0,CONSTRUCCION
6.0,81.0,5.4,1500.0,71.54166666666667,7200.0,CONSTRUCCION
6.0,122.0,10.166666666666666,1200.0,71.54166666666667,7200.0,CONSTRUCCION
3.0,51.0,2.125,2400.0,71.54166666666667,7200.0,CONSTRUCCION
5.0,0.0,1.2121212121212122,3300.0,71.54166666666667,7200.0,CONSTRUCCION
5.0,0.0,1.2962962962962963,2700.0,71.54166666666667,7200.0,CONSTRUCCION
7.0,0.0,1.3333333333333335,3000.0,71.54166666666667,7200.0,CONSTRUCCION
10.0,0.0,1.1111111111111112,3600.0,71.54166666666667,7200.0,CONSTRUCCION
3.0,0.0,1.0833333333333335,2400.0,64.33333333333333,0.0,AGRICOLA
5.0,143.0,4.766666666666667,3000.0,64.33333333333333,0.0,AGRICOLA
6.0,0.0,1.4074074074074074,2700.0,64.33333333333333,0.0,AGRICOLA
1.0,0.0,1.090909090909091,3300.0,64.33333333333333,0.0,AGRICOLA
4.0,37.0,1.027777777777778,3600.0,64.33333333333333,0.0,AGRICOLA
12.0,0.0,0.6666666666666667,3900.0,64.33333333333333,0.0,AGRICOLA
,,,,,0.0,AGRICOLA
2.0,0.0,3.166666666666667,1200.0,89.70833333333333,4500.0,AGRICOLA
4.0,204.0,9.714285714285714,2100.0,89.70833333333333,4500.0,AGRICOLA
5.0,88.0,3.6666666666666665,2400.0,89.70833333333333,4500.0,AGRICOLA
6.0,0.0,0.6666666666666667,1800.0,89.70833333333333,4500.0,AGRICOLA
12.0,0.0,2.1999999999999997,1500.0,89.70833333333333,4500.0,AGRICOLA
5.0,11.0,0.36666666666666664,3000.0,89.70833333333333,4500.0,AGRICOLA
6.0,0.0,1.1111111111111112,3600.0,89.70833333333333,4500.0,AGRICOLA
8.0,144.0,4.363636363636364,3300.0,89.70833333333333,4500.0,AGRICOLA
11.0,0.0,1.0256410256410255,3900.0,89.70833333333333,4500.0,AGRICOLA
12.0,0.0,1.4814814814814816,2700.0,89.70833333333333,4500.0,AGRICOLA
4.0,110.0,4.583333333333333,2400.0,57.958333333333336,6300.0,CONSTRUCCION
5.0,155.0,5.7407407407407405,2700.0,57.958333333333336,6300.0,CONSTRUCCION
6.0,121.0,5.761904761904762,2100.0,57.958333333333336,6300.0,CONSTRUCCION
6.0,181.0,10.055555555555555,1800.0,57.958333333333336,6300.0,CONSTRUCCION
2.0,0.0,1.3333333333333335,3000.0,57.958333333333336,6300.0,CONSTRUCCION
10.0,0.0,1.1111111111111112,3600.0,57.958333333333336,6300.0,CONSTRUCCION
11.0,0.0,0.6060606060606061,3300.0,57.958333333333336,6300.0,CONSTRUCCION
11.0,0.0,1.0256410256410255,3900.0,57.958333333333336,6300.0,CONSTRUCCION
2.0,0.0,2.6,1500.0,90.45833333333333,0.0,AGRICOLA
4.0,0.0,1.9444444444444444,1800.0,90.45833333333333,0.0,AGRICOLA
5.0,125.0,5.208333333333334,2400.0,90.45833333333333,0.0,AGRICOLA
6.0,0.0,1.2857142857142856,2100.0,90.45833333333333,0.0,AGRICOLA
9.0,5.0,0.4166666666666667,1200.0,90.45833333333333,0.0,AGRICOLA
12.0,0.0,1.4814814814814816,2700.0,90.45833333333333,0.0,AGRICOLA
3.0,47.0,1.5666666666666667,3000.0,90.45833333333333,0.0,AGRICOLA
11.0,53.0,1.606060606060606,3300.0,90.45833333333333,0.0,AGRICOLA
12.0,0.0,1.1111111111111112,3600.0,90.45833333333333,0.0,AGRICOLA
5.0,0.0,0.0,2100.0,91.79166666666667,0.0,AGRICOLA
6.0,0.0,0.0,1800.0,91.79166666666667,0.0,AGRICOLA
6.0,0.0,0.0,1500.0,91.79166666666667,0.0,AGRICOLA
12.0,0.0,0.0,2400.0,91.79166666666667,0.0,AGRICOLA
2.0,0.0,0.0,2700.0,91.79166666666667,0.0,AGRICOLA
4.0,0.0,0.0,3000.0,91.79166666666667,0.0,AGRICOLA
8.0,0.0,0.0,3300.0,91.79166666666667,0.0,AGRICOLA
10.0,0.0,0.0,3600.0,91.79166666666667,0.0,AGRICOLA
2.0,0.0,1.6190476190476188,2100.0,67.375,10800.0,AGRICOLA
5.0,90.0,3.0,3000.0,67.375,10800.0,AGRICOLA
5.0,0.0,1.625,2400.0,67.375,10800.0,AGRICOLA
6.0,0.0,0.1851851851851852,2700.0,67.375,10800.0,AGRICOLA
1.0,0.0,1.2121212121212122,3300.0,67.375,10800.0,AGRICOLA
5.0,0.0,0.1111111111111111,3600.0,67.375,10800.0,AGRICOLA
7.0,0.0,0.9743589743589745,3900.0,67.375,10800.0,AGRICOLA
1.0,16.0,32.0,50.0,123.75,9300.0,AGRICOLA
2.0,0.0,6.0,300.0,123.75,9300.0,AGRICOLA
4.0,224.0,18.666666666666668,1200.0,123.75,9300.0,AGRICOLA
5.0,23.0,1.277777777777778,1800.0,123.75,9300.0,AGRICOLA
6.0,108.0,12.0,900.0,123.75,9300.0,AGRICOLA
8.0,0.0,4.5,600.0,123.75,9300.0,AGRICOLA
1.0,0.0,1.5238095238095237,2100.0,123.75,9300.0,AGRICOLA
3.0,60.0,2.5,2400.0,123.75,9300.0,AGRICOLA
5.0,44.0,1.6296296296296295,2700.0,123.75,9300.0,AGRICOLA
8.0,0.0,1.2121212121212122,3300.0,123.75,9300.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,123.75,9300.0,AGRICOLA
11.0,0.0,0.6,3000.0,123.75,9300.0,AGRICOLA
,,,,77.04166666666667,0.0,AGRICOLA
1.0,0.0,1.0666666666666667,3000.0,44.458333333333336,10250.0,AGRICOLA
1.0,0.0,1.3333333333333335,2700.0,44.458333333333336,10250.0,AGRICOLA
4.0,0.0,0.46153846153846156,3900.0,44.458333333333336,10250.0,AGRICOLA
5.0,0.0,1.0303030303030303,3300.0,44.458333333333336,10250.0,AGRICOLA
6.0,9.0,0.25,3600.0,44.458333333333336,10250.0,AGRICOLA
1.0,0.0,2.666666666666667,1500.0,81.125,9000.0,AGRICOLA
4.0,0.0,1.7619047619047619,2100.0,81.125,9000.0,AGRICOLA
4.0,203.0,8.458333333333332,2400.0,81.125,9000.0,AGRICOLA
5.0,56.0,2.074074074074074,2700.0,81.125,9000.0,AGRICOLA
10.0,0.0,2.166666666666667,1800.0,81.125,9000.0,AGRICOLA
3.0,16.0,0.5333333333333333,3000.0,81.125,9000.0,AGRICOLA
8.0,24.0,0.6666666666666667,3600.0,81.125,9000.0,AGRICOLA
11.0,55.0,1.6666666666666667,3300.0,81.125,9000.0,AGRICOLA
12.0,0.0,1.0256410256410255,3900.0,81.125,9000.0,AGRICOLA
4.0,0.0,0.2,3000.0,36.333333333333336,9900.0,AGRICOLA
5.0,0.0,1.6666666666666667,2400.0,36.333333333333336,9900.0,AGRICOLA
1.0,0.0,4.444444444444445,900.0,100.75,10850.0,AGRICOLA
3.0,0.0,3.3333333333333335,1200.0,100.75,10850.0,AGRICOLA
4.0,44.0,2.0952380952380953,2100.0,100.75,10850.0,AGRICOLA
5.0,17.0,0.7083333333333333,2400.0,100.75,10850.0,AGRICOLA
5.0,0.0,2.666666666666667,1500.0,100.75,10850.0,AGRICOLA
6.0,74.0,4.111111111111112,1800.0,100.75,10850.0,AGRICOLA
1.0,42.0,1.4000000000000001,3000.0,100.75,10850.0,AGRICOLA
2.0,0.0,1.4814814814814816,2700.0,100.75,10850.0,AGRICOLA
8.0,0.0,0.0,3300.0,100.75,10850.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,100.75,10850.0,AGRICOLA
3.0,0.0,1.9047619047619049,2100.0,65.16666666666667,0.0,AGRICOLA
4.0,0.0,1.5,2400.0,65.16666666666667,0.0,AGRICOLA
4.0,55.0,2.037037037037037,2700.0,65.16666666666667,0.0,AGRICOLA
5.0,0.0,0.5666666666666667,3000.0,65.16666666666667,0.0,AGRICOLA
4.0,0.0,0.9722222222222222,3600.0,65.16666666666667,0.0,AGRICOLA
7.0,0.0,1.0256410256410255,3900.0,65.16666666666667,0.0,AGRICOLA
12.0,0.0,1.2121212121212122,3300.0,65.16666666666667,0.0,AGRICOLA
,,,,79.625,300.0,AGRICOLA
,,,,85.45833333333333,0.0,CONSTRUCCION
,,,,55.208333333333336,0.0,AGRICOLA
4.0,160.0,8.88888888888889,1800.0,92.375,0.0,AGRICOLA
5.0,0.0,0.75,2400.0,92.375,0.0,AGRICOLA
6.0,66.0,4.3999999999999995,1500.0,92.375,0.0,AGRICOLA
1.0,0.0,1.0666666666666667,3000.0,92.375,0.0,AGRICOLA
4.0,0.0,1.4814814814814816,2700.0,92.375,0.0,AGRICOLA
8.0,14.0,0.4242424242424243,3300.0,92.375,0.0,AGRICOLA
10.0,0.0,1.1111111111111112,3600.0,92.375,0.0,AGRICOLA
12.0,0.0,1.0256410256410255,3900.0,92.375,0.0,AGRICOLA
2.0,0.0,2.111111111111111,1800.0,73.70833333333333,10850.0,AGRICOLA
4.0,27.0,1.0,2700.0,73.70833333333333,10850.0,AGRICOLA
