duration,event,X_CEM_Historico,X_DOE,X_DMU_Actual
2,0,3.6319444444444446,35.458333333333336,0.0
1,0,11.703703703703704,29.791666666666668,0.0
1,0,4.320833333333333,55.791666666666664,0.0
2,1,6.0,42.875,106.0
1,1,13.925925925925926,55.375,69.0
1,1,14.000000000000002,47.291666666666664,0.0
1,0,151.0,19.5,0.0
2,1,0.0,42.458333333333336,9.0
4,0,80.11111111111111,46.208333333333336,0.0
2,0,0.0,2.0416666666666665,0.0
2,0,4.115555555555555,28.541666666666668,0.0
2,0,6.0,16.666666666666668,0.0
2,0,10.0,11.291666666666666,0.0
4,0,4.645701058201058,98.0,0.0
1,0,38.24874338624339,85.75,0.0
1,0,3.238095238095238,91.625,0.0
2,0,95.77777777777777,27.916666666666668,0.0
1,0,71.22222222222223,22.166666666666668,0.0
2,1,10.0,26.875,156.0
3,0,180.0,14.875,0.0
2,1,34.333333333333336,61.166666666666664,107.0
4,0,12.869444444444445,65.79166666666667,0.0
1,0,8.0,10.166666666666666,0.0
2,1,356.0,37.166666666666664,36.0
6,0,7.035555555555556,16.5,0.0
3,1,9.833333333333334,53.708333333333336,11.0
2,0,6.833333333333334,28.625,0.0
3,0,102.44444444444444,24.416666666666668,0.0
4,0,19.583333333333336,39.708333333333336,0.0
2,0,4.888888888888889,53.5,0.0
2,0,113.66666666666667,18.125,0.0
7,0,21.421296296296294,68.33333333333333,0.0
3,0,106.83333333333333,11.166666666666666,0.0
3,0,33.333333333333336,21.75,0.0
5,0,0.5333333333333334,37.333333333333336,0.0
1,0,64.0,12.416666666666666,0.0
3,0,11.088888888888889,45.5,0.0
2,0,2.4722222222222223,50.916666666666664,0.0
2,0,8.31984126984127,61.916666666666664,0.0
2,0,3.4208333333333334,54.458333333333336,0.0
6,0,8.26031746031746,84.91666666666667,0.0
2,1,26.333333333333332,58.125,153.0
3,0,6.333333333333334,28.458333333333332,0.0
3,0,1.5833333333333335,20.458333333333332,0.0
1,0,32.833333333333336,22.208333333333332,0.0
3,1,26.708333333333332,37.0,0.0
2,1,60.07777777777778,52.75,0.0
2,0,33.666666666666664,15.875,0.0
1,0,9.569444444444443,44.291666666666664,0.0
2,0,162.83333333333334,22.208333333333332,0.0
3,0,32.736111111111114,38.416666666666664,0.0
1,0,0.0,9.0,0.0
1,0,35.0,27.0,0.0
5,0,48.893518518518526,54.25,0.0
3,0,13.333333333333334,19.791666666666668,47.0
1,0,9.75,24.791666666666668,0.0
1,1,0.0,18.875,135.0
1,0,0.0,15.583333333333334,0.0
4,1,1.777777777777778,37.0,19.0
6,0,14.534391534391535,50.041666666666664,72.0
1,0,127.16666666666667,17.708333333333332,10.0
5,0,5.541666666666667,42.791666666666664,0.0
5,0,6.5738095238095235,70.875,0.0
6,0,73.1888888888889,53.083333333333336,0.0
4,1,8.804285714285713,69.45833333333333,5.0
1,0,50.44444444444446,27.75,0.0
2,0,31.666666666666668,25.333333333333332,7.0
2,0,142.0,16.208333333333332,0.0
1,0,44.666666666666664,17.583333333333332,0.0
1,0,139.79166666666666,38.541666666666664,7.0
3,1,6.666666666666667,33.5,0.0
2,0,4.0,12.875,0.0
3,0,54.77777777777778,34.833333333333336,0.0
3,1,105.5,35.666666666666664,0.0
1,0,72.0,12.958333333333334,0.0
1,1,12.333333333333334,32.458333333333336,0.0
3,1,223.33333333333337,24.041666666666668,0.0
2,1,6.05,64.875,0.0
5,0,4.236111111111111,31.958333333333332,0.0
2,0,210.0,13.458333333333334,0.0
2,0,102.0,16.25,0.0
3,0,113.41666666666669,29.125,26.0
3,1,23.666666666666668,24.75,0.0
2,1,20.0,18.458333333333332,0.0
2,0,10.0,13.291666666666666,0.0
3,0,6.583333333333333,17.583333333333332,0.0
5,0,5.861111111111111,42.666666666666664,0.0
2,0,3.3333333333333335,26.875,0.0
2,0,4.0,15.916666666666666,0.0
4,0,112.53703703703705,22.791666666666668,33.0
3,0,9.5,29.625,0.0
3,0,1.3968253968253967,32.583333333333336,0.0
2,0,0.0,0.0,0.0
3,0,1.525,38.291666666666664,0.0
7,0,1.5085537918871255,79.25,0.0
1,0,4.111111111111112,16.041666666666668,8.0
3,0,3.9166666666666665,46.458333333333336,31.0
3,0,1.2000000000000002,10.291666666666666,0.0
6,0,2.847010582010582,58.125,55.0
4,0,3.2685185185185186,40.375,18.0
2,0,3.166666666666667,21.708333333333332,0.0
2,0,25.5,26.666666666666668,0.0
3,0,1.4214983164983166,53.041666666666664,17.0
2,0,6.666666666666667,21.083333333333332,0.0
3,0,1.1587301587301588,35.833333333333336,0.0
2,0,11.666666666666666,18.166666666666668,0.0
6,0,3.8776984126984124,60.583333333333336,0.0
2,0,0.0,9.833333333333334,0.0
3,0,0.4583333333333333,21.625,0.0
2,0,2.2222222222222223,16.25,0.0
5,0,1.4069444444444446,36.75,0.0
4,0,5.412962962962962,37.916666666666664,43.0
2,0,3.3333333333333335,7.0,0.0
2,0,3.3888888888888893,26.5,0.0
9,0,0.4623015873015873,80.91666666666667,0.0
7,0,1.7145061728395061,57.791666666666664,0.0
2,0,0.0,21.625,0.0
2,0,6.333333333333334,21.208333333333332,0.0
3,0,3.3333333333333335,31.25,0.0
3,0,1.5694444444444444,38.333333333333336,0.0
1,0,1.1447330447330448,71.20833333333333,0.0
7,0,3.4210317460317463,75.875,22.0
5,0,3.0944444444444446,29.458333333333332,0.0
11,1,0.5183333333333333,41.875,0.0
1,0,6.666666666666667,16.666666666666668,0.0
4,0,28.240740740740737,37.958333333333336,0.0
2,0,6.666666666666667,25.916666666666668,0.0
2,0,0.0,17.583333333333332,0.0
3,0,5.0,33.833333333333336,0.0
6,0,1.7785493827160492,64.29166666666667,0.0
3,0,0.0,34.541666666666664,0.0
4,0,3.268518518518519,31.5,50.0
3,0,1.9722222222222223,35.666666666666664,0.0
3,0,0.0,30.25,0.0
5,0,1.806746031746032,55.666666666666664,0.0
4,0,2.4277777777777776,0.0,0.0
2,0,5.166666666666667,29.875,0.0
7,0,1.3939531368102798,78.04166666666667,0.0
1,0,1.5723815536315537,79.33333333333333,0.0
1,0,3.265079365079365,47.333333333333336,0.0
1,1,2.82037037037037,46.416666666666664,0.0
3,0,1.3055555555555556,34.708333333333336,0.0
4,0,3.034920634920635,38.25,0.0
1,0,4.477777777777778,35.041666666666664,0.0
6,0,1.9493121693121693,62.916666666666664,61.0
3,1,3.7777777777777777,34.416666666666664,0.0
3,0,2.7777777777777777,34.541666666666664,0.0
1,0,2.166666666666667,25.75,0.0
4,0,2.925925925925926,36.958333333333336,0.0
3,0,0.6944444444444444,26.708333333333332,0.0
1,0,2.3871882086167804,75.45833333333333,0.0
3,0,4.444444444444445,40.458333333333336,0.0
6,0,2.7188888888888885,51.041666666666664,0.0
5,0,29.02777777777778,46.083333333333336,0.0
5,0,3.3075396825396823,49.125,0.0
5,0,2.066468253968254,54.125,0.0
3,0,4.5,42.875,7.0
2,0,7.0,42.583333333333336,0.0
1,0,7.698611111111111,48.125,0.0
1,0,4.333333333333334,27.5,0.0
1,0,8.333333333333332,23.25,0.0
2,0,3.055555555555556,35.333333333333336,0.0
1,0,2.666666666666667,13.083333333333334,0.0
1,0,6.9444444444444455,22.916666666666668,0.0
1,0,6.0,18.833333333333332,0.0
2,0,6.0,12.375,0.0
3,0,56.666666666666664,54.791666666666664,0.0
4,0,2.2069745069745066,96.16666666666667,0.0
7,0,1.4898067981401315,120.45833333333333,0.0
5,0,2.6388888888888893,5.333333333333333,0.0
3,0,2.6944444444444446,23.666666666666668,0.0
2,0,1.224184545613117,100.54166666666667,0.0
7,0,0.0,6.625,0.0
4,0,3.2888888888888883,42.833333333333336,0.0
7,0,1.9259259259259258,17.166666666666668,0.0
1,0,0.0,21.125,0.0
3,0,9.416666666666668,25.0,22.0
2,0,1.8207936507936509,53.0,0.0
4,0,3.3888888888888893,50.875,0.0
4,0,4.3243386243386235,47.208333333333336,0.0
4,0,5.3,29.125,0.0
2,0,0.16666666666666669,27.25,0.0
2,0,6.5,13.5,0.0
2,0,1.7222222222222223,29.541666666666668,0.0
6,1,7.824126984126984,12.125,0.0
3,0,4.181481481481481,11.583333333333334,0.0
1,0,6.333333333333334,21.083333333333332,0.0
3,0,9.5,31.5,0.0
5,0,3.652777777777778,50.791666666666664,18.0
5,0,6.027777777777778,42.625,0.0
5,0,0.888888888888889,54.958333333333336,0.0
4,0,3.1203703703703702,36.583333333333336,0.0
1,0,0.0,1.2916666666666667,0.0
6,0,2.278888888888889,57.458333333333336,4.0
1,0,6.166666666666667,22.666666666666668,0.0
4,0,4.703703703703704,60.416666666666664,0.0
7,0,1.8335537918871252,86.41666666666667,0.0
4,0,25.11111111111111,33.708333333333336,0.0
5,0,4.5680555555555555,48.666666666666664,0.0
2,0,0.0,17.708333333333332,0.0
3,1,3.738095238095238,36.666666666666664,0.0
7,0,2.1520545591974165,79.375,0.0
6,0,2.726666666666667,67.70833333333333,0.0
1,0,2.2222222222222223,36.708333333333336,0.0
3,0,18.083333333333332,54.0,0.0
3,0,2.0,28.0,0.0
7,0,1.902469135802469,64.29166666666667,10.0
6,0,3.167777777777778,51.458333333333336,0.0
2,0,0.0,27.875,0.0
3,0,6.977777777777777,48.583333333333336,0.0
3,0,7.666666666666666,27.5,0.0
1,0,2.666666666666667,21.958333333333332,0.0
2,0,0.0,11.875,0.0
3,0,7.5,18.291666666666668,8.0
2,0,3.320370370370371,53.208333333333336,0.0
5,0,2.0875,17.833333333333332,14.0
7,0,1.2104875283446712,76.79166666666667,0.0
5,0,1.75,9.5,87.0
1,0,137.0,17.458333333333332,0.0
7,0,2.901851851851852,66.125,0.0
1,0,2.277777777777778,36.291666666666664,0.0
2,0,13.333333333333334,12.166666666666666,0.0
3,0,4.0,27.75,0.0
1,0,13.333333333333334,20.5,0.0
2,0,3.305555555555556,31.75,0.0
1,0,6.222222222222221,41.041666666666664,0.0
5,0,3.904166666666667,51.125,0.0
8,0,3.9806998556998563,92.58333333333333,123.0
4,0,10.75925925925926,35.708333333333336,0.0
2,0,338.0,5.875,0.0
5,0,0.52,47.666666666666664,0.0
1,0,5.555555555555555,48.041666666666664,0.0
5,0,108.16666666666666,50.375,0.0
2,0,16.02777777777778,19.0,0.0
2,1,4.2875,51.041666666666664,0.0
2,0,124.61111111111113,25.5,11.0
4,0,27.092592592592595,27.125,0.0
2,0,6.0,12.5,39.0
3,0,7.805555555555556,30.541666666666668,29.0
3,0,22.25,21.333333333333332,0.0
1,0,7.000000000000001,15.083333333333334,0.0
2,0,63.66666666666667,22.5,0.0
2,0,21.180555555555554,48.75,0.0
3,0,21.666666666666668,70.58333333333333,0.0
2,0,135.83333333333334,40.916666666666664,0.0
2,0,187.5,21.291666666666668,0.0
2,0,6.0,22.833333333333332,12.0
3,0,15.925925925925926,36.708333333333336,0.0
1,0,9.666666666666666,24.416666666666668,0.0
3,0,26.166666666666668,29.666666666666668,0.0
4,0,30.814814814814813,47.291666666666664,0.0
3,0,168.0,20.791666666666668,0.0
2,0,1.6666666666666667,20.791666666666668,0.0
1,0,126.5,27.791666666666668,0.0
1,0,3.1666666666666665,39.166666666666664,65.0
4,0,11.333333333333334,41.458333333333336,0.0
1,0,116.44444444444446,28.083333333333332,0.0
1,0,48.92222222222222,59.25,0.0
3,0,46.77777777777778,36.041666666666664,0.0
3,0,23.666666666666664,42.791666666666664,0.0
1,0,7.552777777777777,48.041666666666664,0.0
7,1,81.26207482993198,89.375,0.0
4,1,28.88888888888889,49.0,80.0
3,0,23.333333333333336,24.708333333333332,0.0
1,0,20.211111111111112,53.875,0.0
2,0,8.277777777777779,67.20833333333333,0.0
5,0,4.022222222222222,57.208333333333336,0.0
1,0,6.0,23.083333333333332,0.0
2,0,24.833333333333332,37.416666666666664,0.0
2,0,207.99999999999997,21.166666666666668,0.0
1,0,10.425925925925926,37.5,0.0
4,0,11.083333333333334,56.875,0.0
2,0,15.981481481481481,34.25,0.0
1,0,3.294066515495087,81.75,31.0
4,1,69.77777777777777,39.625,0.0
3,0,126.33333333333333,17.916666666666668,0.0
7,0,2.0315312993884422,92.20833333333333,0.0
6,0,2.4713227513227514,101.91666666666667,0.0
2,0,19.3,49.791666666666664,0.0
1,0,6.0,14.333333333333334,0.0
2,0,12.769651274651276,115.41666666666667,169.0
3,0,0.8333333333333334,28.291666666666668,0.0
3,0,71.0,21.666666666666668,0.0
2,0,9.333333333333334,0.875,0.0
1,0,204.0,14.083333333333334,0.0
2,0,36.41203703703704,58.958333333333336,0.0
3,0,7.333333333333334,23.625,48.0
2,1,364.0,20.166666666666668,0.0
3,0,100.33333333333333,9.125,0.0
3,0,54.166666666666664,31.041666666666668,0.0
2,0,24.0,12.75,0.0
4,0,105.44444444444444,38.0,0.0
4,0,8.569444444444445,49.333333333333336,0.0
2,0,130.38888888888889,33.791666666666664,0.0
1,0,32.94444444444445,30.25,20.0
1,0,6.462962962962963,46.333333333333336,0.0
1,0,81.0,24.25,0.0
1,0,120.0,18.375,0.0
4,0,10.185185185185185,49.25,0.0
1,0,300.0,1.4166666666666667,31.0
4,0,3.588888888888889,73.33333333333333,0.0
4,0,7.37037037037037,34.875,27.0
6,0,71.05555555555556,51.666666666666664,0.0
2,0,20.333333333333336,27.458333333333332,0.0
1,0,32.0,19.75,0.0
8,0,10.292857142857143,64.25,0.0
3,0,7.159722222222222,52.375,0.0
1,0,48.0,15.5,0.0
4,1,4.533333333333333,54.333333333333336,10.0
2,0,6.361111111111112,42.25,0.0
1,0,12.59259259259259,1.0416666666666667,48.0
3,0,12.402777777777779,37.0,0.0
2,0,2.4722222222222223,55.625,0.0
1,0,30.62962962962963,27.333333333333332,0.0
6,0,11.133333333333333,58.125,0.0
3,0,17.666666666666664,35.041666666666664,0.0
3,0,0.0,13.5,0.0
5,0,17.152777777777775,38.916666666666664,0.0
3,0,21.166666666666664,23.208333333333332,0.0
3,0,6.833333333333333,24.333333333333332,0.0
2,0,54.0,13.458333333333334,0.0
5,0,20.48809523809524,69.875,0.0
5,0,71.11111111111111,40.416666666666664,0.0
2,0,0.0,12.416666666666666,0.0
5,1,67.5,59.625,0.0
1,0,32.0,8.916666666666666,0.0
3,1,2.3333333333333335,52.041666666666664,42.0
1,0,133.0,25.25,0.0
3,0,29.27777777777778,32.958333333333336,0.0
3,0,14.000000000000002,19.0,0.0
3,0,52.666666666666664,21.041666666666668,0.0
2,0,92.83333333333333,22.541666666666668,0.0
2,0,8.666666666666668,25.041666666666668,0.0
4,0,33.763888888888886,44.541666666666664,0.0
1,0,6.0,14.333333333333334,0.0
3,0,60.388888888888886,29.166666666666668,0.0
3,1,95.91666666666667,46.0,67.0
3,0,25.333333333333336,28.333333333333332,0.0
1,0,2.0,31.958333333333332,0.0
2,0,34.0,12.666666666666666,0.0
1,0,0.0,18.125,0.0
3,0,159.5,25.875,0.0
1,0,6.666666666666667,35.958333333333336,0.0
3,0,15.0,25.583333333333332,0.0
1,0,6.0,14.166666666666666,0.0
2,0,14.000000000000002,19.083333333333332,0.0
4,0,36.0,31.5,0.0
1,0,3.555555555555556,38.708333333333336,0.0
1,0,92.66666666666667,20.458333333333332,0.0
3,0,71.0,21.5,0.0
2,0,10.0,12.5,0.0
2,0,7.666666666666667,18.875,0.0
6,0,22.227777777777778,67.75,0.0
2,0,5.583333333333334,27.708333333333332,12.0
2,0,2.0,14.041666666666666,6.0
2,0,8.0,17.0,22.0
1,0,134.83333333333334,12.0,0.0
2,0,24.0,15.791666666666666,0.0
2,0,6.5,28.166666666666668,0.0
2,0,155.66666666666666,23.166666666666668,0.0
2,0,10.0,16.0,0.0
2,0,6.0,14.916666666666666,0.0
2,1,30.0,14.166666666666666,0.0
2,0,0.0,17.333333333333332,0.0
3,0,0.0,2.4166666666666665,31.0
3,0,1.5,12.041666666666666,0.0
3,0,31.037037037037038,35.125,0.0
3,0,5.722222222222222,31.708333333333332,0.0
2,0,0.0,7.833333333333333,0.0
2,0,12.0,12.333333333333334,6.0
5,0,10.277777777777779,34.208333333333336,0.0
2,0,92.81944444444444,43.958333333333336,0.0
1,0,21.5,14.25,0.0
2,0,146.0,5.0,24.0
1,0,7.833333333333333,22.833333333333332,0.0
1,0,24.0,12.708333333333334,0.0
1,0,8.0,13.666666666666666,0.0
2,1,14.000000000000002,2.2916666666666665,0.0
2,0,366.0,15.708333333333334,0.0
2,0,0.0,8.875,22.0
2,1,25.666666666666668,28.083333333333332,26.0
2,0,0.0,11.375,0.0
1,0,80.0,4.0,0.0
4,0,8.740740740740742,38.708333333333336,0.0
4,0,4.605555555555556,56.833333333333336,0.0
9,0,1.2459265271765272,94.83333333333333,123.0
5,0,24.055555555555557,57.125,0.0
1,0,6.027777777777777,28.583333333333332,0.0
4,0,1.6040564373897708,40.541666666666664,0.0
6,0,2.971340388007055,60.666666666666664,0.0
2,0,1.5833333333333335,28.083333333333332,0.0
5,0,1.8777777777777778,51.333333333333336,0.0
1,0,4.444444444444445,16.166666666666668,0.0
2,0,1.2365410052910053,49.25,0.0
7,0,1.334388142721476,65.16666666666667,0.0
1,0,7.472222222222222,16.541666666666668,9.0
4,0,2.4407407407407407,39.5,0.0
3,0,2.825,32.666666666666664,15.0
2,0,1.1666666666666667,25.625,0.0
1,0,1.1666666666666667,24.25,4.0
2,0,0.8222222222222223,33.458333333333336,0.0
3,0,3.680555555555556,23.458333333333332,0.0
2,0,1.9152813852813853,50.791666666666664,0.0
5,0,0.46279761904761907,48.75,0.0
1,0,2.2666666666666666,24.25,0.0
2,0,2.525,30.625,0.0
4,0,4.009259259259259,41.458333333333336,0.0
1,0,6.166666666666667,21.041666666666668,0.0
2,0,3.375,56.041666666666664,0.0
2,0,6.666666666666667,22.041666666666668,0.0
4,0,1.488888888888889,46.375,1.0
4,0,2.0264550264550265,46.958333333333336,0.0
4,0,1.8629629629629632,36.333333333333336,0.0
5,0,4.387059082892416,59.666666666666664,0.0
4,0,1.351587301587302,41.25,0.0
3,0,3.7638888888888893,31.625,0.0
1,0,3.6944444444444446,37.041666666666664,0.0
4,0,1.701851851851852,42.166666666666664,0.0
2,0,6.5,23.916666666666668,0.0
2,0,5.342592592592593,46.083333333333336,0.0
3,0,4.772222222222222,42.458333333333336,0.0
3,0,3.1666666666666665,25.708333333333332,14.0
6,0,2.394444444444445,108.625,0.0
1,0,3.2222222222222223,31.0,0.0
2,0,1.0,17.75,0.0
3,0,1.9722222222222223,39.916666666666664,0.0
4,0,2.7370370370370374,50.333333333333336,0.0
7,0,3.9722222222222228,60.291666666666664,0.0
3,0,5.888888888888888,53.416666666666664,0.0
5,0,1.6423809523809525,67.20833333333333,0.0
1,0,4.666666666666667,24.083333333333332,0.0
3,0,1.9621031746031745,74.91666666666667,0.0
2,0,13.333333333333334,11.833333333333334,0.0
5,0,5.222222222222222,42.541666666666664,0.0
3,0,10.5,15.25,0.0
3,0,4.798110355253213,81.41666666666667,82.0
2,0,4.416666666666666,28.041666666666668,0.0
2,0,0.8333333333333334,24.458333333333332,24.0
7,0,6.190740740740741,57.0,0.0
2,0,0.0,7.916666666666667,0.0
5,0,2.819727891156463,79.04166666666667,0.0
1,0,6.166666666666667,28.916666666666668,0.0
3,0,3.111111111111111,27.166666666666668,0.0
5,0,3.354852975307521,125.5,0.0
2,0,4.313492063492064,74.66666666666667,0.0
1,0,9.166666666666668,22.541666666666668,0.0
2,1,7.0555555555555545,44.458333333333336,0.0
6,0,4.953703703703703,64.58333333333333,43.0
2,0,5.665277777777779,68.41666666666667,0.0
1,0,2.0,10.166666666666666,0.0
1,0,114.00000000000001,24.791666666666668,0.0
3,1,28.722222222222218,35.166666666666664,0.0
1,1,5.333333333333334,21.708333333333332,0.0
4,0,7.777777777777778,45.208333333333336,0.0
2,1,18.25925925925926,33.916666666666664,0.0
2,0,190.66666666666666,24.041666666666668,0.0
4,0,18.328703703703706,61.25,0.0
2,0,71.0,3.7083333333333335,0.0
3,0,23.203703703703706,32.458333333333336,45.0
2,0,156.0,18.125,0.0
2,0,2.0,17.0,0.0
2,0,0.0,4.0,0.0
1,0,33.22222222222222,29.458333333333332,0.0
5,0,36.44444444444444,41.666666666666664,0.0
1,0,48.0,19.625,0.0
1,0,7.322222222222221,60.166666666666664,0.0
2,0,46.0,15.5,7.0
3,0,4.0,20.791666666666668,0.0
